indicator,indicator_family,required
Emissions|Kyoto gases|Fossil CO2|Electricity|Liquids|Fossil|Others|Boilers,emission_supply,False
Efficiency|Electricity|Liquids|Fossil|Others|Steam turbines,efficiency_supply,False
Investments|Electricity|Liquids|Fossil|Others|Steam turbine based plants,investment_supply,False
Generation|Winter peak|Electricity|Liquids|Fossil|Others|Steam turbines,winter_peak_hourly_generation,False
Hourly power consumption|Winter peak|Electricity|Heating|Cooling|Residential,winter_peak_hourly_consumption,False
Hourly power consumption|Summer peak|Electricity|Heating|Cooling|Residential,summer_peak_hourly_consumption,False
Generation|Summer peak|Electricity|Liquids|Fossil|Others|Steam turbines,summer_peak_hourly_generation,False
Hourly power consumption|Percentile 25|Electricity|Heating|Cooling|Residential,percentile25_hourly_consumption,False
Generation|Percentile 25|Electricity|Liquids|Fossil|Others|Steam turbines,Percentile25_hourly_generation,False
Hourly power consumption|Percentile 50|Electricity|Heating|Cooling|Residential,percentile50_hourly_consumption,False
Generation|Percentile 50|Electricity|Liquids|Fossil|Others|Steam turbines,Percentile50_hourly_generation,False
Final energy consumption|Heating|Space heating|Residential|Liquids|Fossil|Others,fuel_eff_emi_heating,False
Final energy consumption|Heavy industries|Steel and metallic|Heating|Low enthalpy heat|Liquids|Fossil|Others,fuel_eff_emi_heavy_ind,False
Final energy consumption|Light Industries|Liquids|Fossil|Others,fuel_eff_emi_light_ind,False
Final energy consumption|Agriculture|Liquids|Fossil|Others,fuel_eff_emi_agr,False
Final energy consumption|Transportation|Rail|Passenger|Electricity,fuel_eff_emi_rail,False
Final energy consumption|Transportation|Navigation|Freight|Liquids|Fossil,fuel_eff_emi_nav,False
Final energy consumption|Cooling|Space cooling|Direct,elec_eff_cooling,False
Final energy consumption|Transportation|Road|Passenger|Gases|Hydrogen|PC0,fuel_eff_emi_road,True
Final energy consumption|Transportation|Navigation|Freight|Liquids|Fossil|Diesel,fuel_eff_emi_nav,False
Final energy consumption|Transportation|Aviation|Passenger|Electricity,fuel_eff_emi_fly,False
Service demand|Road|Passenger,Other_inputs,True
Installed capacity|Electricity|Gas|Fossil|Natural Gas|Steam turbines,installed_capacity_supply,False
Generation|Yearly|Electricity|Gas|Fossil|Natural Gas|Steam turbines,yearly_generation_supply,False
Fuel consumption|Electricity|Gas|Fossil|Natural Gas|Boilers,fuel_consumption_supply,False
Emissions|Kyoto gases|Fossil CO2|Electricity|Gas|Fossil|Natural Gas|Boilers,emission_supply,False
Efficiency|Electricity|Gas|Fossil|Natural Gas|Steam turbines,efficiency_supply,False
Investments|Electricity|Gas|Fossil|Natural Gas|Steam turbine based plants,investment_supply,False
Generation|Winter peak|Electricity|Gas|Fossil|Natural Gas|Steam turbines,winter_peak_hourly_generation,False
Hourly power consumption|Winter peak|Electricity|Heating|Cooling|Services,winter_peak_hourly_consumption,False
Hourly power consumption|Summer peak|Electricity|Heating|Cooling|Services,summer_peak_hourly_consumption,False
Generation|Summer peak|Electricity|Gas|Fossil|Natural Gas|Steam turbines,summer_peak_hourly_generation,False
Hourly power consumption|Percentile 25|Electricity|Heating|Cooling|Services,percentile25_hourly_consumption,False
Generation|Percentile 25|Electricity|Gas|Fossil|Natural Gas|Steam turbines,Percentile25_hourly_generation,False
Hourly power consumption|Percentile 50|Electricity|Heating|Cooling|Services,percentile50_hourly_consumption,False
Generation|Percentile 50|Electricity|Gas|Fossil|Natural Gas|Steam turbines,Percentile50_hourly_generation,False
Final energy consumption|Heating|Space heating|Residential|Gases|Fossil|Natural Gas,fuel_eff_emi_heating,False
Final energy consumption|Heavy industries|Steel and metallic|Heating|Low enthalpy heat|Gases|Fossil|Natural Gas,fuel_eff_emi_heavy_ind,False
Final energy consumption|Light Industries|Gases|Fossil|Natural Gas,fuel_eff_emi_light_ind,True
Final energy consumption|Agriculture|Gases|Fossil|Natural Gas,fuel_eff_emi_agr,True
Final energy consumption|Transportation|Rail|Freight|Liquids|Fossil,fuel_eff_emi_rail,False
Final energy consumption|Transportation|Navigation|Freight|Liquids|Fossil|Gasoline,fuel_eff_emi_nav,False
Service demand|Road|Passenger|PC0,Other_inputs,False
Final energy consumption|Cooling|Space cooling|Heat pumps,elec_eff_cooling,False
Final energy consumption|Transportation|Road|Passenger|Liquids|P2L|PC0,fuel_eff_emi_road,True
Final energy consumption|Transportation|Rail|Freight|Liquids|Fossil|Diesel,fuel_eff_emi_rail,False
Final energy consumption|Transportation|Navigation|Freight|Liquids|Fossil|Methanol,fuel_eff_emi_nav,False
Final energy consumption|Transportation|Aviation|Freight|Liquids|Fossil,fuel_eff_emi_fly,False
Service demand|Road|Passenger|BS0,Other_inputs,False
Installed capacity|Electricity|Liquids|Bio|Steam turbines,installed_capacity_supply,False
Generation|Yearly|Electricity|Liquids|Bio|Steam turbines,yearly_generation_supply,False
Fuel consumption|Electricity|Liquids|Bio|Boilers,fuel_consumption_supply,False
Emissions|Kyoto gases|Fossil CO2|Electricity|Liquids|Bio|Boilers,emission_supply,False
Efficiency|Electricity|Liquids|Bio|Steam turbines,efficiency_supply,False
Investments|Electricity|Liquids|Bio|Steam turbine based plants,investment_supply,False
Generation|Winter peak|Electricity|Liquids|Bio|Steam turbines,winter_peak_hourly_generation,False
Hourly power consumption|Winter peak|Electricity|Appliances,winter_peak_hourly_consumption,True
Hourly power consumption|Summer peak|Electricity|Appliances,summer_peak_hourly_consumption,True
Generation|Summer peak|Electricity|Liquids|Bio|Steam turbines,summer_peak_hourly_generation,False
Hourly power consumption|Percentile 25|Electricity|Appliances,percentile25_hourly_consumption,True
Generation|Percentile 25|Electricity|Liquids|Bio|Steam turbines,Percentile25_hourly_generation,False
Hourly power consumption|Percentile 50|Electricity|Appliances,percentile50_hourly_consumption,True
Generation|Percentile 50|Electricity|Liquids|Bio|Steam turbines,Percentile50_hourly_generation,False
Final energy consumption|Heating|Space heating|Residential|Liquids|Bio,fuel_eff_emi_heating,False
Final energy consumption|Heavy industries|Steel and metallic|Heating|Low enthalpy heat|Liquids|Bio,fuel_eff_emi_heavy_ind,False
Final energy consumption|Light Industries|Liquids|Bio,fuel_eff_emi_light_ind,True
Final energy consumption|Agriculture|Liquids|Bio,fuel_eff_emi_agr,True
Final energy consumption|Transportation|Rail|Freight|Liquids|Fossil|Gasoline,fuel_eff_emi_rail,False
Final energy consumption|Transportation|Navigation|Freight|Liquids|Fossil|Others,fuel_eff_emi_nav,False
Final energy consumption|Transportation|Aviation|Freight|Liquids|Fossil|Diesel,fuel_eff_emi_fly,False
Installed capacity|Electricity|Liquids|Bio|Diesel|Steam turbines,installed_capacity_supply,False
Generation|Yearly|Electricity|Liquids|Bio|Diesel|Steam turbines,yearly_generation_supply,False
Fuel consumption|Electricity|Liquids|Bio|Diesel|Boilers,fuel_consumption_supply,False
Emissions|Kyoto gases|Fossil CO2|Electricity|Liquids|Bio|Diesel|Boilers,emission_supply,False
Efficiency|Electricity|Liquids|Bio|Diesel|Steam turbines,efficiency_supply,False
Investments|Electricity|Liquids|Bio|Diesel|Steam turbine based plants,investment_supply,False
Generation|Winter peak|Electricity|Liquids|Bio|Diesel|Steam turbines,winter_peak_hourly_generation,False
Generation|Summer peak|Electricity|Liquids|Bio|Diesel|Steam turbines,summer_peak_hourly_generation,False
Generation|Percentile 25|Electricity|Liquids|Bio|Diesel|Steam turbines,Percentile25_hourly_generation,False
Generation|Percentile 50|Electricity|Liquids|Bio|Diesel|Steam turbines,Percentile50_hourly_generation,False
Final energy consumption|Heating|Space heating|Residential|Liquids|Bio|Diesel,fuel_eff_emi_heating,False
Efficiency|Cooling|Space cooling|Undefined|Residential,elec_eff_cooling,False
Final energy consumption|Heavy industries|Steel and metallic|Heating|Low enthalpy heat|Liquids|Bio|Diesel,fuel_eff_emi_heavy_ind,False
Final energy consumption|Light Industries|Liquids|Bio|Diesel,fuel_eff_emi_light_ind,False
Final energy consumption|Agriculture|Liquids|Bio|Diesel,fuel_eff_emi_agr,False
Final energy consumption|Transportation|Road|Passenger|Gases|P2G|PC0,fuel_eff_emi_road,True
Final energy consumption|Transportation|Rail|Freight|Liquids|Fossil|Methanol,fuel_eff_emi_rail,False
Final energy consumption|Transportation|Aviation|Freight|Liquids|Fossil|Gasoline,fuel_eff_emi_fly,False
Service demand|Road|Freight,Other_inputs,True
Installed capacity|Electricity|Liquids|Bio|Gasoline|Steam turbines,installed_capacity_supply,False
Generation|Yearly|Electricity|Liquids|Bio|Gasoline|Steam turbines,yearly_generation_supply,False
Fuel consumption|Electricity|Liquids|Bio|Gasoline|Boilers,fuel_consumption_supply,False
Emissions|Kyoto gases|Fossil CO2|Electricity|Liquids|Bio|Gasoline|Boilers,emission_supply,False
Efficiency|Electricity|Liquids|Bio|Gasoline|Steam turbines,efficiency_supply,False
Investments|Electricity|Liquids|Bio|Gasoline|Steam turbine based plants,investment_supply,False
Generation|Winter peak|Electricity|Liquids|Bio|Gasoline|Steam turbines,winter_peak_hourly_generation,False
Hourly power consumption|Winter peak|Electricity|Appliances|Residential,winter_peak_hourly_consumption,False
Hourly power consumption|Summer peak|Electricity|Appliances|Residential,summer_peak_hourly_consumption,False
Generation|Summer peak|Electricity|Liquids|Bio|Gasoline|Steam turbines,summer_peak_hourly_generation,False
Hourly power consumption|Percentile 25|Electricity|Appliances|Residential,percentile25_hourly_consumption,False
Generation|Percentile 25|Electricity|Liquids|Bio|Gasoline|Steam turbines,Percentile25_hourly_generation,False
Hourly power consumption|Percentile 50|Electricity|Appliances|Residential,percentile50_hourly_consumption,False
Generation|Percentile 50|Electricity|Liquids|Bio|Gasoline|Steam turbines,Percentile50_hourly_generation,False
Final energy consumption|Heating|Space heating|Residential|Liquids|Bio|Gasoline,fuel_eff_emi_heating,False
Final energy consumption|Heavy industries|Steel and metallic|Heating|Low enthalpy heat|Liquids|Bio|Gasoline,fuel_eff_emi_heavy_ind,False
Final energy consumption|Light Industries|Liquids|Bio|Gasoline,fuel_eff_emi_light_ind,False
Final energy consumption|Agriculture|Liquids|Bio|Gasoline,fuel_eff_emi_agr,False
Final energy consumption|Transportation|Rail|Freight|Liquids|Fossil|Others,fuel_eff_emi_rail,False
Final energy consumption|Transportation|Navigation|Freight|Liquids|Bio|,fuel_eff_emi_nav,False
Final energy consumption|Transportation|Aviation|Freight|Liquids|Fossil|Methanol,fuel_eff_emi_fly,False
Service demand|Road|Freight|LDV,Other_inputs,False
Installed capacity|Electricity|Liquids|Bio|Methanol|Steam turbines,installed_capacity_supply,False
Generation|Yearly|Electricity|Liquids|Bio|Methanol|Steam turbines,yearly_generation_supply,False
Fuel consumption|Electricity|Liquids|Bio|Methanol|Boilers,fuel_consumption_supply,False
Emissions|Kyoto gases|Fossil CO2|Electricity|Liquids|Bio|Methanol|Boilers,emission_supply,False
Efficiency|Electricity|Liquids|Bio|Methanol|Steam turbines,efficiency_supply,False
Investments|Electricity|Liquids|Bio|Methanol|Steam turbine based plants,investment_supply,False
Generation|Winter peak|Electricity|Liquids|Bio|Methanol|Steam turbines,winter_peak_hourly_generation,False
Generation|Summer peak|Electricity|Liquids|Bio|Methanol|Steam turbines,summer_peak_hourly_generation,False
Generation|Percentile 25|Electricity|Liquids|Bio|Methanol|Steam turbines,Percentile25_hourly_generation,False
Generation|Percentile 50|Electricity|Liquids|Bio|Methanol|Steam turbines,Percentile50_hourly_generation,False
Final energy consumption|Heating|Space heating|Residential|Liquids|Bio|Methanol,fuel_eff_emi_heating,False
Efficiency|Cooling|Space cooling|Direct|Residential,elec_eff_cooling,False
Final energy consumption|Heavy industries|Steel and metallic|Heating|Low enthalpy heat|Liquids|Bio|Methanol,fuel_eff_emi_heavy_ind,False
Final energy consumption|Light Industries|Liquids|Bio|Methanol,fuel_eff_emi_light_ind,False
Final energy consumption|Agriculture|Liquids|Bio|Methanol,fuel_eff_emi_agr,False
Final energy consumption|Transportation|Road|Passenger|Electricity|PC0,fuel_eff_emi_road,True
Final energy consumption|Transportation|Navigation|Freight|Liquids|Bio|Diesel,fuel_eff_emi_nav,False
Final energy consumption|Transportation|Aviation|Freight|Liquids|Fossil|Others,fuel_eff_emi_fly,False
Service demand|Road|Freight|HDV,Other_inputs,False
Installed capacity|Electricity|Liquids|Bio|Others|Steam turbines,installed_capacity_supply,False
Generation|Yearly|Electricity|Liquids|Bio|Others|Steam turbines,yearly_generation_supply,False
Fuel consumption|Electricity|Liquids|Bio|Others|Boilers,fuel_consumption_supply,False
Emissions|Kyoto gases|Fossil CO2|Electricity|Liquids|Bio|Others|Boilers,emission_supply,False
Efficiency|Electricity|Liquids|Bio|Others|Steam turbines,efficiency_supply,False
Investments|Electricity|Liquids|Bio|Others|Steam turbine based plants,investment_supply,False
Generation|Winter peak|Electricity|Liquids|Bio|Others|Steam turbines,winter_peak_hourly_generation,False
Hourly power consumption|Winter peak|Electricity|Appliances|Services,winter_peak_hourly_consumption,False
Hourly power consumption|Summer peak|Electricity|Appliances|Services,summer_peak_hourly_consumption,False
Generation|Summer peak|Electricity|Liquids|Bio|Others|Steam turbines,summer_peak_hourly_generation,False
Hourly power consumption|Percentile 25|Electricity|Appliances|Services,percentile25_hourly_consumption,False
Generation|Percentile 25|Electricity|Liquids|Bio|Others|Steam turbines,Percentile25_hourly_generation,False
Hourly power consumption|Percentile 50|Electricity|Appliances|Services,percentile50_hourly_consumption,False
Generation|Percentile 50|Electricity|Liquids|Bio|Others|Steam turbines,Percentile50_hourly_generation,False
Final energy consumption|Heating|Space heating|Residential|Liquids|Bio|Others,fuel_eff_emi_heating,False
Final energy consumption|Heavy industries|Steel and metallic|Heating|Low enthalpy heat|Liquids|Bio|Others,fuel_eff_emi_heavy_ind,False
Final energy consumption|Light Industries|Liquids|Bio|Others,fuel_eff_emi_light_ind,False
Final energy consumption|Agriculture|Liquids|Bio|Others,fuel_eff_emi_agr,False
Final energy consumption|Transportation|Road|Passenger|Electricity|Battery|PC0,fuel_eff_emi_road,False
Final energy consumption|Transportation|Rail|Freight|Liquids|Bio|,fuel_eff_emi_rail,False
Final energy consumption|Transportation|Navigation|Freight|Liquids|Bio|Gasoline,fuel_eff_emi_nav,False
Installed capacity|Electricity|Gases|Bio|Steam turbines,installed_capacity_supply,False
Generation|Yearly|Electricity|Gases|Bio|Steam turbines,yearly_generation_supply,False
Fuel consumption|Electricity|Gases|Bio|Boilers,fuel_consumption_supply,False
Emissions|Kyoto gases|Fossil CO2|Electricity|Gases|Bio|Boilers,emission_supply,False
Efficiency|Electricity|Gases|Bio|Steam turbines,efficiency_supply,False
Investments|Electricity|Gases|Bio|Steam turbine based plants,investment_supply,False
Generation|Winter peak|Electricity|Gases|Bio|Steam turbines,winter_peak_hourly_generation,False
Generation|Summer peak|Electricity|Gases|Bio|Steam turbines,summer_peak_hourly_generation,False
Generation|Percentile 25|Electricity|Gases|Bio|Steam turbines,Percentile25_hourly_generation,False
Generation|Percentile 50|Electricity|Gases|Bio|Steam turbines,Percentile50_hourly_generation,False
Final energy consumption|Heating|Space heating|Residential|Gases|Bio,fuel_eff_emi_heating,False
